training_data_large
,Title,Topic 1,Topic 2,X.M.._twitter_id
114109,And when it's something serious or I need advices he is always there when I need him.,6,,8.9408E+17
1780803,I swear my lil brother nem out of school tomorrowðŸ˜‚ðŸ˜‚ https://t.co/mEO2kI3CVE,6,,9.09631E+17
728183,today's gonna be a hard day ðŸ˜­,6,,9.00345E+17
875110,PLEASE do preciate it ðŸ™ŒðŸ½ https://t.co/uLKAdpksRs,6,,9.01601E+17
347445,Be your own RESCUE ðŸ™ŒðŸ¾,6,,8.96498E+17
40911,Work in silence ðŸ¤ðŸˆâ€¼ï¸ https://t.co/aZgbpYd2wb,6,,8.93295E+17
1800698,You're right! I'm not defending him. https://t.co/l827D0NBai,6,,9.09894E+17
768366,2 more classes left ðŸ™ðŸ»,6,,9.00749E+17
185294,Lmao Straight up https://t.co/ujBABcNQaG,6,,8.94816E+17
378363,When you try to be nice to somebody &amp; they get a attitude with you that's like fucccck them,6,,8.96842E+17
972809,We flooded in like a mf ðŸ¤¦ðŸ¾â€â™‚ï¸,1,,9.02167E+17
721170,mood https://t.co/qe7iQJQoRy,6,,9.00211E+17
432665,Can relate to this https://t.co/BN5LA3zXRr,6,,8.9732E+17
1374467,Ugh ðŸ˜­ðŸ˜©,6,,9.05401E+17
26583,*Hindenburg collapsing in flames gif* https://t.co/KxgFCki1w8,6,,8.93178E+17
1046061,@GladiatorInNike I will! Thank you ðŸ˜†,6,,9.0258E+17
504566,@dearleyyy Hahahahaha gani nami dapalon wan melyon times. Medyo na spoil nako sa iba gani nga nagkalataboðŸ˜‚,6,,8.9802E+17
175877,@ropimpin @TheRealRdz @tmcgrough https://t.co/rHfDHkJQEP,6,,8.94748E+17
1436776,they said Gillislee wouldnt nearly get as many TDs as Blount (18). he has 3 already in 3 quarters of the 1st game of the NFL s,4,,9.0599E+17
312251,I'm tired of caring.,6,,8.96124E+17
1226313,Will not be disrespected,6,,9.04016E+17
1646689,If this ain't the truth https://t.co/uln5gtkUJ9,6,,9.08183E+17
1867172,@karinamel14 If you can still tweet at 3 am in Austin you didn't go hard enough lol,6,,8.89037E+17
291054,Never fall out of love with you babe,6,,8.9587E+17
773679,@buck395 Exacto porque por acÃ¡ leo a muchos atribuyÃ©ndose mÃ©ritos que no les corresponden.,6,,9.00788E+17
1799868,Y'all Know Eldroo Gon Take Sumn ðŸ¤·ðŸ»â€â™‚ï¸,6,,9.09886E+17
446025,twitter makes me feel like a centrist but facebook makes me feel like a radical lefty,6,,8.97511E+17
239045,@BretBaier  Hope to have it right https://t.co/logRvGuQdH,6,,8.95392E+17
1371848,Ian bout no games witchu,6,,9.05319E+17
930138,@deeeborahm 3rd Ward ðŸ˜‚,6,,9.01905E+17
911044,Outta all my potnas if I ever call @jodiesaywha &amp; @FirstLadyCat them 2 gone be the first to show up and pop off ðŸ˜‚,6,,9.01826E+17
258968,bro wtf is wrong w you niggas and hitting women  y'all ain't shit https://t.co/sygYii0ue4,6,,8.95538E+17
1723293,Man my girlfriend is so badass she really went above and beyond to throw me a surprise birthday party last night. I love that,6,,9.09083E+17
201855,He is getting cRaZy by the minute.He knows his days are numbers now.He wants2unstable the ðŸŒŽ2stay in poweCongress shld act now,6,,8.95024E+17
574774,@Eric_CTH Yes! https://t.co/6vuHMuaWi3,6,,8.98723E+17
1643538,haven't had my nails done in forever and it's driving me crazy :'),6,,9.08163E+17
1322313,not to be dramatic but iâ€™d sell my soul to have himðŸ˜­ https://t.co/2Z3DASeLdv,6,,9.04897E+17
1132040,@NiyiaJahne https://t.co/8zSpmh6bdE,6,,9.03132E+17
1149214,HISD NOW starts too act right after i just graduated (: mbn,6,,9.03335E+17
108383,If Rashad loses to Alvey it's time to hang em up... great career and he's got nothing more to prove... #UFCMexico,6,,8.9403E+17
639557,Friends Justin Bieber https://t.co/84Jsk9nYHI,6,,8.99437E+17
857403,I'm at Pilot Travel Center - @pilotflyingj in Big Spring TX https://t.co/Z9wvCoitJQ,6,,9.01487E+17
598433,Lmao Daniel don't know the difference when someone telling them he's wrong and stuff and bullying,6,,8.99005E+17
1584987,@naqvi_zara happy birthday girll!!!! ðŸ’—ðŸ’—,6,,9.07593E+17
484504,Trump will resign before he gets impeached if it were ever to happen so he can say he went out when he wanted too. He's that t,2,,8.97875E+17
1413702,#Irma #Harvey #HoustonStrong https://t.co/djPusIZhdv,1,,9.058E+17
173331,May the lord bless me with one more year without an MIP. Amen.,6,,8.94732E+17
8422,@jo_philpot miss you ðŸ’˜,6,,8.92953E+17
390802,Rence lol #InsecureHBO,6,,8.9693E+17
1492634,Hmmm what to do today ? ðŸ¤”,6,,9.06623E+17
1790861,Real talk on bloods you dead,6,,9.09807E+17
1199793,I'm from #Baytowntexas funny how we are never on the map but we are the reason that #gas prices are sky high,6,,9.03751E+17
1096124,This is the best news I've gotten !!!!!!! https://t.co/l3PaDFhpZ2,6,,9.02906E+17
1008612,The king https://t.co/NQRU2wQqly,6,,9.02334E+17
369527,iâ€™m jealous bro ðŸ¤¦ðŸ½â€â™€ï¸ðŸ˜’,6,,8.96769E+17
1300880,Thank God I don't have people on my TL defending these characters but ya know actually...discussing them...what you do after ,6,,9.04728E+17
1829102,Is that a question?? https://t.co/pdUaGoszBA,6,,8.87455E+17
507779,Sixers https://t.co/hWAR7Bo11S,6,,8.9804E+17
1581261,@jenncantu_ Omg!! En donde vives?,6,,9.07485E+17
1551110,Dap the clerk before i leave show em love,6,,9.07229E+17
1470291,to crack a cold one or to not.. that is the question,6,,9.06345E+17
1663104,ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€ never read something so on point https://t.co/sm0XZTXN4m,6,,9.08412E+17
463203,Just waiting on you to do right by me before I even think about...,6,,8.9764E+17
744165,Man I thought I wasn't on my hat kid shit no more Todd ðŸ˜¡ðŸ˜¡ https://t.co/KW9Elq7cN3,6,,9.00488E+17
93674,Us @Laced_chris ðŸ˜‚ https://t.co/DsDEuRDvm3,6,,8.93894E+17
1352618,@ananavarro I sure am giddy-as are most LEGAL Americans!!https://t.co/oVLsZbijtQ,6,,9.05198E+17
1634150,Appreciate that bro bro. ðŸ¤˜ðŸ¾ https://t.co/9kb6KXR0N8,6,,9.08093E+17
1685362,https://t.co/GN3MOmM70M,6,,9.08567E+17
1285477,im drunk lmao,6,,9.04541E+17
321269,@pauloap @Alwpy @fierymind https://t.co/Qci8l0k432,6,,8.96201E+17
767873,No hay interÃ©s en salir de la dictadura https://t.co/Y0Uuw2e6C3,6,,9.00745E+17
1010956,Down the street ðŸ˜¬ðŸ˜¬ https://t.co/QQHNdADFe7,6,,9.02343E+17
17079,@EddieHearn Time stop ducking @BronzeBomber !!! UNIFY THE STRAPS @WBCBoxing @WBABoxing @IBFUSBAboxing @IBOBoxing get it done @,6,,8.93068E+17
289727,"@JonathonHatz So is beating the shit out of people. That don't make it ""rightful""",6,,8.9586E+17
279750,Fml my game isn't showing ? According to my aunt,6,,8.95792E+17
272532,These kids are baaaad here,6,,8.95732E+17
1305500,It might not seem like it but a nigga going through some shit right now,6,,9.04767E+17
1247887,#mma #mmabrasil #mmqcardio #endurance#Kickboxingconditioning #muaythai #muaythaiconditioningâ€¦ https://t.co/wGstieOXqz,6,,9.04168E+17
1776359,@beadsup @Traders_Village Treats and costumes!,6,,9.09601E+17
977227,All of houston is shut down this is scary.,6,,9.02196E+17
1643827,I need more friends with the same sense of humor I have,6,,9.08165E+17
1426072,@Alsanad_humaidi ÙƒÙ„ Ø¹Ø§Ù… ÙˆØ§Ù†Øª Ø¨Ø®ÙŠØ± ÙŠØ§Ø­Ø¨ÙŠØ¨ÙŠðŸ’™,6,,9.05911E+17
1127993,lmao i hate y'all https://t.co/80ifaYjdiB,6,,9.03108E+17
1116881,When you asked to get picked up and they actually come but you were kidding cause your mom aint bout that,6,,9.03045E+17
1681260,Happy Gday bruh @deshaunwatson https://t.co/tAPSl91vEh,4,,9.08535E+17
1544752,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/6jVSJQ3na3,6,,9.07099E+17
119656,Cech is loving this #CFC. Still better than courtois,6,,8.94215E+17
166403,I was about to throw shade on a picture that was rt until I seen for rt it,6,,8.94678E+17
1718977,Bruh https://t.co/N6PLmYQQr8,6,,9.08977E+17
774428,this movie funny dab ðŸ˜­ðŸ˜­ https://t.co/FVoRgfTDHM,6,,9.00794E+17
578335,@jpcurl https://t.co/VOI5sQPgt8,6,,8.98747E+17
842566,Most people don't even know what they are taking about for tomorrow fight .,6,,9.01303E+17
658608,You're a piece of shit lmao https://t.co/0qLFN9QX3e,6,,8.99652E+17
1052478,damn can I at least get 5 racks  I except donation,6,,9.0261E+17
1081762,all i need is my bestie,6,,9.02751E+17
1220514,up at 4am like it's 4pm,6,,9.03913E+17
1209242,Bruno mars and Miguel underrated,6,,9.03812E+17
208441,I'm at George Bush KÄ±talararasÄ± HavalimanÄ± in Houston TX https://t.co/ZUeUc7oqEM,6,,8.95078E+17
1467846,remember these niggas don't give a fuck about you... so keep that shit mutual ðŸ™ƒ,6,,9.06326E+17
314502,It's either that or get banned or nuked! https://t.co/KH06BN87td,2,,8.96143E+17
137240,DO SOMEONE SAY CROCHET this is what Yolanda does at YOREYS URBAN BEAUTY AND BARBER located inâ€¦ https://t.co/1Mj96hzWVn,6,,8.94367E+17
431355,@fajita_lord Wow,6,,8.9731E+17
382712,@Ruby_RoseC @DjRadiOrAh Been with my man for 10 years girl don't do it lol hahahaha I'm kidding it's the best when you find s,6,,8.96874E+17
1486077,@TheRealDav1D @Snapchat @FOX13News @aaroncarter @CityofTampa @TopTampaNow @TampaBayTraffic Itâ€™s the calm before the storm. It,6,,9.06566E+17
1691539,Come out to Revolver tomorrrow Houston pokes!! https://t.co/kw2JMZyQOq,6,,9.08704E+17
632607,"I was like ""Wait wtf is he lighting?"" ðŸ˜‚ðŸ˜‚",6,,8.99379E+17
1669063,wya,6,,9.08463E+17
514925,Thank you Lord for another day!!!!,6,,8.98165E+17
892866,@Eskocastro thank you!,6,,9.01673E+17
1839700,@hxouston thanks i know,6,,8.87873E+17
738802,@meagansyd You can still move in,6,,9.00443E+17
1465749,60 yd TD BOMB! @CLHSFalcons lead TC 7-0 9 min left in 1st qtr #HowBoutTHAT,4,,9.06309E+17
465542,Only thing on my mind is you,6,,8.97653E+17
677886,Wth,6,,8.99804E+17
1098941,@Zepp1978 No,6,,9.02927E+17
965825,Dawg I think we finna have to evacuate,6,,9.02055E+17
1844347,Boy This Choppa Turn Ya Whip Into A Rocking Chair,6,,8.88108E+17
929927,i'm so upset. :(,6,,9.01904E+17
380531,How did my yoga mat just tell my ass to get up turn in bodak yellow on get squats in,6,,8.96856E+17
1599993,With #Cooling or #HVAC units changing filters will improve air quality and keep your system running efficiently. https://t.co,6,,9.07726E+17
854148,@_naeeeeeee_ thank you!!!ðŸ˜›,6,,9.01466E+17
406709,He would've been 3 today. RIP Malakhi Josiah. Miss you everyday. ðŸ˜©ðŸ’™ðŸ™ðŸ¾ Happy Birthday Stinkman.,6,,8.9713E+17
1385317,Loving this weather ðŸ‘ŒðŸ¼,6,,9.05505E+17
1372457,Could have sworn the #Astros beat the #Mariners tonight. https://t.co/zEFRCHdxSH,4,,9.05328E+17
1707498,I ain't tripping,6,,9.08848E+17
862434,Lmaooo why is this sooo true ?!?! ðŸ˜‚ðŸ˜‚ðŸ’€ https://t.co/YVAOlUbYyx,6,,9.01518E+17
1377518,@stephaniedelrio Ur so kewl,6,,9.05441E+17
1925734,@houstonsfirst We loved bringing friends to church this morning! #bestfriends #lovejesusforeverâ€¦ https://t.co/33mGNzq20t,6,,8.91715E+17
1342824,Hell yes. https://t.co/JBPM9PeUAq,6,,9.05123E+17
1856261,Nice crisp subtle IPA for these dog days of summer! Sitting waiting on my ... (Alamo IPA) https://t.co/bOzecnN8kF #photo,6,,8.88557E+17
72393,Happy Hour with the Frontrunners - Houston at Guava Lamp. @ Guava Lamp https://t.co/fBLr4sekBh,4,,8.9363E+17
1145827,It's only getting worse from here... global warming https://t.co/onnMUyTclX,5,,9.03311E+17
896624,Bro fr it fucked all my shit up https://t.co/DECLh5dknY,6,,9.01683E+17
463341,Damn I miss working,6,,8.9764E+17
1311076,@allynwest @METROHouston Riding the 82 (w/ my bike on front) from downtown to montrose while reading this tweet. Such a conven,6,,9.04811E+17
1139768,Lobs https://t.co/r7wyXUoETN,6,,9.03262E+17
203255,Lmao the streaming game bout to eat itself https://t.co/7bMg6hq12o,4,,8.95034E+17
606087,Man does it https://t.co/buHxVIRTPt,6,,8.99072E+17
1462855,Ha,6,,9.06284E+17
804406,The smile i had when My job said we r closed and we still getâ€¦ https://t.co/EvnKnlL25e,6,,9.0107E+17
1445971,Ready to make this paper ðŸ’¸ðŸ’¸ðŸ’¸,6,,9.06098E+17
1773036,Just a glimpse of a successful day in the community ðŸ”¥â¤ï¸ #HeroesAgainstHarvey https://t.co/pug3sHdFXh,1,,9.09579E+17
1553902,"""Today I will do what others won't so tomorrow I can do what others can't"".",6,,9.07259E+17
1767513,I know ima be a star cuz I already got the super sad backstory ðŸ˜‚,6,,9.09538E+17
45623,I love watching my baby sleep ðŸ˜ðŸ’™,6,,8.93325E+17
1885531,Video: Houston man steps in to subdue suspected drunk driver https://t.co/XCLi5HimJv,6,,8.89908E+17
1371261,Ay noo que pinches naquitas que hacen que el reggaeton se vea todo chaka ðŸ˜­ðŸ˜‚ https://t.co/b2njuhbJtw,6,,9.05313E+17
1585994,Niners trash,4,,9.07605E+17
1118349,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/KA7eje84rR,6,,9.03055E+17
501561,@YETIKAN Let's start with all the sex I want... ðŸ˜‚,6,,8.98002E+17
1617037,About me: https://t.co/HPyM9bmqFn,6,,9.07878E+17
1296732,#USGS08073700 - Buffalo Bayou at Piney Point TXHeight: 60.18ft â–² (52ft)Flow: 8890cfshttps://t.co/1Q17ODuWrZ,6,,9.04634E+17
831717,Great City that I live in! https://t.co/U5HdTgCWTQ,6,,9.01248E+17
166301,@jujutinger https://t.co/rmvyGEQnCJ,6,,8.94677E+17
39229,America's favorite pastime. #gostros #astros @ Minute Maid Park https://t.co/uXaq0YZ4za,4,,8.93283E+17
1831478,this is my fav vine tbhðŸ˜‚ https://t.co/ZbMvcLFZwm,6,,8.87524E+17
1702528,@BankRollNoFresh lmao Damn ðŸ˜¹,6,,9.08801E+17
1682391,@DreamGirlPhae girl it's terrible i hate this ðŸ˜­ðŸ˜‚,6,,9.08541E+17
130401,Them astros fr!!!! ðŸ¤˜ðŸ½ðŸ¤˜ðŸ½,6,,8.94309E+17
974955,PLEASE BE SAFE YALL. @Fox26Houston #Harvey,1,,9.02183E+17
1543606,Am I the only one that ducked like he threw it at me? https://t.co/T7u4yNQFNl,6,,9.0709E+17
562128,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/AkgFpx2hfE,6,,8.98619E+17
562064,They don't understand themselves. https://t.co/LQ85nvmaRi,6,,8.98618E+17
671426,Happy to say I was able to see the eclipse! #SolarEclispe2017 #WeldingMask,6,,8.99753E+17
1185430,Text me ðŸ˜˜ https://t.co/7jkCO0Gsuj,6,,9.03643E+17
219729,Hate when randoms say sexual things to me ... like ... I'll pass ðŸ™…ðŸ½,6,,8.95153E+17
419043,tf no time is the wrong time!! those are the best kind of girls https://t.co/Y5T4GdvdEY,6,,8.97228E+17
1378249,love bites r my fav,6,,9.05447E+17
382956,ðŸ˜‹ https://t.co/O7SEwllwXS,6,,8.96876E+17
1562682,I'm trying,6,,9.07342E+17
87667,Can't wait to be home!!,6,,8.93833E+17
1401017,Mood https://t.co/xA52ftDEOv,6,,9.05627E+17
942261,We bought a bunch of food for our house &amp; we weren't expecting 14 xtra fam to be w/ us &amp; we are out of food already &a,6,,9.01961E+17
1527431,Thank u love ðŸ’‹ðŸ’‹ðŸ’‹ https://t.co/nvqtiYc25i,6,,9.06973E+17
429170,Y'all really need to leave Obama alone!,2,,8.97298E+17
1079127,@AJIsTheReal @AnnCoulter deleted the tweet. She mistakenly posted it to twitter instead of DM'ing David Duke.,2,,9.02739E+17
628924,I'm buying a camera for myself ðŸ™„,6,,8.99349E+17
864653,Ion give these bitches the time of the day,6,,9.01533E+17
1548873,Never forget @rrobertv34 @bbusa617 @taylorlindsay79 #MAGA https://t.co/bwpK4ufERP,6,,9.0717E+17
1105653,Tonight is Fried Chicken Night!!!  But with a twist! Chicken Tenders!!!! With Gravy and Mashedâ€¦ https://t.co/ouc81i48aN,6,,9.02969E+17
1858574,Another little curiosity in my father's collection. @ Houston Texas https://t.co/6Di8sCR5rj,6,,8.88632E+17
329582,Pretty much RT @beatsbyju: Pedophiles ? https://t.co/4EwBpuCGCT,6,,8.96276E+17
893613,@RPowers_23 And I'm sure Floyd methodically gave Conor those first three to wear him,4,,9.01674E+17
473095,Listen to it right now https://t.co/uRrQcyuB8M,6,,8.97707E+17
330910,I need to buy a new hoodie,6,,8.96328E+17
1029806,@BentheNguyener Nah I'm good lol,6,,9.0242E+17
719437,man i'm just ready for travis to drop astroworld,6,,9.002E+17
191304,Why cant we live our lives without judging other about their beliefs ?,6,,8.94939E+17
1836640,@nxghtx Felicity's smart ass probably did some lmao,6,,8.87778E+17
529599,YAASSSS! https://t.co/YL9bLSAfS1,6,,8.98294E+17
1138163,Roads are open &amp; so I go back 2 wrk 2dayðŸ™ƒ,6,,9.03241E+17
1549500,#Truth! https://t.co/m8BAZixtCl,6,,9.07202E+17
619176,I love when people cut they self off.,6,,8.99211E+17
178323,I don't care if both my legs are broken gotta go faster than the treadmill next to me,6,,8.94762E+17
681511,@Mauddyyyy I mean I saw pics from around this area but at least from my house I didn't see anything. https://t.co/J9kUHWjWCt,6,,8.99828E+17
930531,ðŸ˜­ðŸ˜­ https://t.co/P2KsaIXRXi,6,,9.01907E+17
422189,Being home doesnâ€™t feel as good when youâ€™re not here w me.,6,,8.97253E+17
554105,he sick https://t.co/QIQLhFYzPE,6,,8.98554E+17
585255,Shit been chill https://t.co/YxKSnMlj23,6,,8.98817E+17
974868,every bone in my body wants to help ðŸ˜ª,6,,9.02183E+17
738527,What if gen and I are in labor at the same time.... I'm gonna tell them to put us in the same room &amp; we can push together,6,,9.0044E+17
79505,nothing's worse than finding the right person at the wrong time,6,,8.93685E+17
1532711,@TapuLeleKyu Can i join?,6,,9.07016E+17
648897,@Judgment,6,,8.99491E+17
1169797,IM GETTING TIRED OF THIS VIEW MT PAGE SHIT LIKE NO ONE CARES,6,,9.03467E+17
898519,How do people go out to bars EVERY night...? ðŸ¤”,6,,9.01693E+17
827596,You outta CC right fam? @cisco0602,6,,9.01228E+17
538732,Wow this is interesting info. I bet I'd want to to bed. ðŸ˜‚ðŸ˜œ https://t.co/mCKTmBJ5hL,6,,8.98364E+17
1714506,Unas ricas cazuelas festejado Ã©l #grito en familia #vivamexico cabrones saludos a todos losâ€¦ https://t.co/CtW96N0SPF,6,,9.08906E+17
495771,That hat ? Um https://t.co/fZ76icyq31,6,,8.97959E+17
529578,@alvarezbreana Thank youuuu Bre ðŸ’™,6,,8.98294E+17
445722,ESPN is crazy man ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,6,,8.97509E+17
688595,I hit the highway making money the flyyyyyy waayyyyyy,6,,8.99893E+17
41464,@mjperez271  https://t.co/wqOpegYBwM,6,,8.93298E+17
458311,@heyyyandyyy I love you big head. ðŸ’• https://t.co/q7Yr7VxxHm,6,,8.97606E+17
786469,@Bennett__83 put your life jacket away Berta you get to see another day https://t.co/3cgLqY53AE,6,,9.00881E+17
287072,This is the year ... https://t.co/ZEpo4XwWer,6,,8.95844E+17
1570428,Weird I was wide awake from a long night out when this happened we were in a friends houseâ€¦ https://t.co/ZR3duKTeiz,6,,9.07409E+17
991391,I love you https://t.co/d7vEjncG07,6,,9.02257E+17
1012878,I'm daddy ? https://t.co/W0dr6xphUD,6,,9.0235E+17
1134672,My fave professor tearin' it up on the mic!!!ðŸ’–ðŸ’–ðŸ’– https://t.co/ihZXPw9ovG,6,,9.03156E+17
105270,I'm really hoping that the astros make it to the World Series because that means I get to watch the @Dodgers live and win the ,4,,8.94005E+17
1120018,19 ish https://t.co/7LprbLVcwl,6,,9.03065E+17
330242,Visita obligada (@ Dot Coffee Shop in Houston TX) https://t.co/7iZZOI7JNh,6,,8.96293E+17
1477301,tfw you find out other people wake from drunken sleep with ideas they've  gotta write down. Immediately. https://t.co/OTwYNWgI,6,,9.06401E+17
1578907,Not active or no answer https://t.co/r1N1FQaWaL,6,,9.07463E+17
815968,I tried calling into work saying that I was gonna be late cause of all the rain.,6,,9.01154E+17
1720113,woke up &amp; don't feel good at all ðŸ˜©ðŸ˜©,6,,9.09039E+17
94987,Happy National Underwear Day @OrbitAstros https://t.co/VA4usMSfP9,6,,8.93906E+17
1591679,Is It Still Summer? ðŸ¤·ðŸ½â€â™€ï¸ðŸŒŠðŸŠðŸ¼â€â™€ï¸ðŸ’¦ @moschino #PhotoOfTheDay #Water #Swim #l4l #Tag #LikeForLikeâ€¦ https://t.co/SjfYWeta9K,6,,9.07659E+17
1673094,ROS.,6,,9.08493E+17
919006,Bro got reeeeal personal lol https://t.co/YMr4Qz7WIj,6,,9.01858E+17
1738780,@HabibEdits @JennNayyee Ohh...,6,,9.09225E+17
710654,3 people got juked here and yall aint even know it .. look at #14 trynna hold his balance ... https://t.co/z5Mr4WDF7E,6,,9.0015E+17
354638,Fuck a Lannister,6,,8.96558E+17
820603,I try and try ðŸ˜‘,6,,9.01184E+17
156618,Why am I watching the 2005 rose bowl,4,,8.94597E+17
903806,Need a blunt :(,6,,9.0175E+17
642417,I need to quit my shit and start giving the good men a chance lol,6,,8.99454E+17
798377,I'm blessed to be stuck with youuuuuuuuuuuuuuuuuuuu,6,,9.00951E+17
1318901,#tlap Podcasting using @audacity Class blog @CanvasLMS and Twitter for parents &amp; students to see class activities @SkypeCl,6,,9.04874E+17
570581,wanna end up like the last nigga tryna act tuff !?,6,,8.9869E+17
327807,Gotta cut your whole hand off now... https://t.co/vgKil4ujpl,6,,8.96253E+17
293164,And I still fwy business is business ðŸ¤™ðŸ¾ðŸ’ªðŸ¾ https://t.co/dX33wiNUyv,6,,8.95887E+17
1020308,@trilltiffanne Happy birthday boo ðŸ‘€ðŸ‘€ lol hope it was a good one,6,,9.02378E+17
1689937,So this here my real schedule the other schedule got me fucked up man https://t.co/GABt2OkHLf,6,,9.08687E+17
781520,ðŸ˜‚ðŸ˜ #TBT #BadAssMeka @ Southeast Houston Houston Texas https://t.co/vx5uwxcaZ7,6,,9.00847E+17
808378,ðŸ’€ https://t.co/1ROzghNBSD,6,,9.01105E+17
483384,You know I don't trip off the small shit .. I have bigger shit ðŸ’© to worry about,6,,8.97866E+17
1227052,State Troopers all over Hwy 6 ðŸ˜­,1,,9.04021E+17
472196,Tell him to dig deeper https://t.co/EihPLiepzd,6,,8.97698E+17
633408,@Uloveliv lmfaoooo bitchðŸ’€ðŸ’€ðŸ’€ðŸ’€ https://t.co/nmFg5uTNlh,6,,8.99386E+17
1924379,ðŸ¤£ðŸ¤£ðŸ¤£ noooo https://t.co/5oG10TZl1E,6,,8.91662E+17
1729640,Sheeesh https://t.co/WlLSjgHD3W,6,,9.09139E+17
1551393,Welcome back teachers! Breakfast and fellowship is a great way to reboot! @FortBendISD #pancakesandpajamas https://t.co/Yym3yp,6,,9.07233E+17
221473,Hey you--look carefully :Please let me know if you can use Our Customer Magnet It's 2 yearsâ€¦ https://t.co/zSbMTnjscV,6,,8.95167E+17
1354323,Channel this same energy towards the Texans THANKS https://t.co/eqRoBwBVNz,1,,9.0521E+17
1088876,Yesssssss https://t.co/xerxJPQXk7,6,,9.02794E+17
938629,You're...welcome??? https://t.co/Kg8nS8yQl9,6,,9.01945E+17
1136937,@WRadioColombia Era de esperarse; no hay paz como aluden. Razones presencia de disidencias y mentirosos e impunes acuerdos.,6,,9.03213E+17
176912,Nephew said it best ðŸ¤·ðŸ¾â€â™‚ï¸ https://t.co/rePKtPeoJL,6,,8.94754E+17
314836,The kid who apprenticed to be a plumber or an electrician is looked at as something less even without debt or making 6 figures,6,,8.96146E+17
902647,Man it's not looking good in Houston ðŸ¤¦ðŸ¾â€â™‚ï¸,1,,9.01729E+17
1480,I need to rant,6,,8.92909E+17
76849,@EliseoBigBear Idk man we gotta go to PR before summer ends. And we finna whoop the whole NFC east,6,,8.93665E+17
1615245,Music help when u feeling some type of way,6,,9.0784E+17
1547950,WOW that rick and morty episode.,6,,9.07135E+17
772160,@Kevin_G007 yeah we doin the damn thing,6,,9.00777E+17
220346,Funyuns and munchies &gt;&gt; https://t.co/9fwfx8nJex,6,,8.95158E+17
580279,the thing i miss when I leave for school is the parties my family have ðŸ˜­,6,,8.98761E+17
1796986,When you're getting ignored but you're trying to tell someone something important ðŸ¤·ðŸ¾â€â™€ï¸,6,,9.09861E+17
446471,Barely started packing for college and I'm leaving in less than 2 days ðŸ¤·ðŸ»â€â™€ï¸,6,,8.97515E+17
536558,One last ride.ðŸ‘ðŸ¼ https://t.co/7H0kjdcFIe,6,,8.98349E+17
477805,I am excited about 17-18 because KISD Health Services has @g_combe as their leader! #Promise2Purpose,6,,8.97817E+17
1374346,@ashleyjasmin14 Me late to a meeting ? Nah you talking about another guy,6,,9.05398E+17
1067433,Mezban should be open https://t.co/xLpbWuaEzq,6,,9.02684E+17
1827326,Police chase cleared in #SouthSide on S sam houston tollway frontage Rd EB at Hwy 288 #traffic https://t.co/vuUN2yElDh,3,,8.87395E+17
1690782,"She started bringing memories from waaaay back in Elementary to Middle school to my high school ""love"" till now ðŸ˜‚",6,,9.08696E+17
561389,You're fat too bitch,6,,8.98613E+17
886278,I'd like to see Conor McGregor beat Floyd Mayweather. Cast your vote now! #MayMac365 https://t.co/DToaKRJJpN,4,,9.01657E+17
1389478,He has no business playing at Missouri. Ik he's got his reasons but I'd rather see him at a bigger school like Duke UNC or K,6,,9.05541E+17
59879,@friendsfcollege is officially one of my new favorite shows.,6,,8.93525E+17
281720,@Vanillaicee_xo SIKE NOT MEE BITCHðŸ˜‚â¤ï¸ðŸ˜Š,6,,8.95807E+17
900255,Aviso de Tornado incluye Beasley TX Kendleton TX Orchard TX hasta las 2:30 AM CDT https://t.co/7ISWi056sw,6,,9.01705E+17
722565,https://t.co/c3XbqxKBb1,6,,9.00221E+17
1749117,Thank you bro bro ðŸ¤™ðŸ» https://t.co/gaOPqBz1P7,6,,9.09287E+17
1299633,U meant toast Newman cos that Nigga always stayed burnt https://t.co/Ay8tGZKG7b,6,,9.04716E+17
925597,Hay fat head â¤ï¸ https://t.co/dyEIdr5GYL,6,,9.01884E+17
1050008,"""What an idiot what a moron."" https://t.co/L7cKrT8zOh",6,,9.02599E+17
587526,@TrueFactsStated You're asking AfAm Hisp. Musl. to overlook the fact that he voted for a man who told them we were murders r,6,,8.98897E+17
