,Title,Topic 1,Topic 2,X.M.._twitter_id
91689,ðŸœ ramen date with my cousinsðŸ–¤ #jinya #downtown #houston https://t.co/VXucBNjpkQ,6,,8.93878E+17
640914,@briaunajanee Love you BriðŸ’–,6,,8.99445E+17
621409,Football is back!! #Texans  @HoustonTexans @TexansSupporter https://t.co/Typ8IQqsRl,4,,8.99279E+17
837606,WHY ARE PEOPLE LIKE THIS ðŸ¤¦ðŸ¼â€â™€ï¸ https://t.co/HEKz00BRHy,6,,9.01277E+17
1139125,Pay day everyday all day let's get it ðŸ’°ðŸ™ðŸ¼ðŸ’¯,6,,9.03254E+17
1851954,You looking for the right things in the wrong places,6,,8.88423E+17
760434,@mimie09 WHY THIS ME,6,,9.00605E+17
1923477,when people rush me !being ignored sudden changeswasting my time waking me up out of my sleep !hypocritical people ðŸ¤¦ðŸ½â€â™€,6,,8.91547E+17
1918409,#summerseries was a blast! Thanks everyone for coming out! #artrocks #theartistsatsawyeryards https://t.co/UxCuyTBQR9,6,,8.91377E+17
85719,Sleepy asf but always be there for my bestfriend no matter what @simplyrissaa__,6,,8.93762E+17
1027575,"Houston TX ðŸ˜¢ðŸ’¦ðŸ’¦ , My Apartments are flooded ðŸ’¦ðŸ’¦ https://t.co/ITX5NKQWzs",1,,9.02407E+17
101557,When they hit me up I just give em the run around,6,,8.93969E+17
1371053,how you gonna date the daughter leave her to be with her mom then go and have sex with the daughter behind the moms back,6,,9.05311E+17
1204442,"Meek Mill raw asf, my nigga got BARSSS",6,,9.03782E+17
409563,New drop FHSWB 2.0 https://t.co/9BIP33qxaf https://t.co/NM6jAczIl3,6,,8.97153E+17
1408782,https://t.co/02B6lRXzkl,6,,9.05688E+17
1321297,I just don't think people realize the stress these kinds of situations cause. To see people you actually know lose everything,1,,9.0489E+17
1198955,Look at my ex husband recognizing greatness. ðŸ˜ðŸ˜ŠðŸ™ https://t.co/VYqdidbFmm,6,,9.03744E+17
919585,@KiaraCaliente Don't make me get one of Chads flip flops and beat your ass,6,,9.0186E+17
1085553,Me too https://t.co/tA4btVMN23,6,,9.02771E+17
1120216,Aaron Rogers says sign Kaepernick. Good for him. 1/2,2,,9.03066E+17
1619963,SLC's finest lmao,6,,9.07961E+17
566217,"It's been a week and I still can't properly brief a case, but I know that it's going to be 1L of a year. #HBCUMenInSuits #TMSL",6,,8.98653E+17
1321425,"Does the world expect Biafrans to remain slaves to Housa/Fulani/British FOREVER? GOD forbid, over our dead bodies! Biafra must",2,,9.04891E+17
1510669,summer 17 was amazing honestly ðŸ˜œ,6,,9.06783E+17
1377482,Was supposed to be hangtenstories.. But couldn't do it in 10 words.#Fond#PoemsByCStar #CStarBrokenPromises https://t.co/lz,6,,9.05441E+17
1474764,You ready ðŸ‘€ðŸˆðŸˆ https://t.co/NMfMMLePB0,6,,9.06379E+17
608382,@JordanLRay Rodgers and Brady in the first?,4,,8.99089E+17
1401438,I'm going to go insane from boredom,6,,9.0563E+17
1850154,"18023 Bayou Mead Trl, Humble, TX 77346, $399,900 4 beds, 3.5 baths https://t.co/fDdPhces6c",6,,8.88275E+17
479233,"284 County Rd #2339, Dayton, TX 77535, $0 4 beds, 2 baths https://t.co/0JMNmlvUBw",6,,8.97832E+17
726872,@dlpasco Guid like ðŸ™,6,,9.00323E+17
1532311,100itðŸ˜…ðŸ˜Ž https://t.co/Kycc8PBBqi,6,,9.07013E+17
562705,Ok I'll do an open read rn...random open of Bible for message...,6,,8.98623E+17
939154,yeah https://t.co/8wfPfPbuAL,6,,9.01948E+17
1643923,"I wonder if Russians look at our language and be like huh,,,,pathetic",6,,9.08165E+17
544736,Whataburger &amp; a fat blunt finnah chill ðŸ˜´â›½ï¸ðŸ‡out &amp; smoke this Purp reflect on some thangs,6,,8.98403E+17
1338419,"""on my pacemaker which i need to live"" Raven is so annoying #bb19",6,,9.05089E+17
928771,At a cost but yea those minimesters ain't no fun you want class like that? Good luck lol https://t.co/gRehcFbL8M,6,,9.01899E+17
395327,@Mathieu_Era https://t.co/SFQDAor1NE,6,,8.96959E+17
837979,BykEoNmYBullShiT https://t.co/YUQsXpeQdP,6,,9.01279E+17
960528,Ppl be wearing whatever,6,,9.02028E+17
1723963,"@USPS Really, @Amazon Drop @USPS as a shipper. This year 5+ packages gone missing. Every time you have to refund my money or r",6,,9.0909E+17
200755,Fone finna die,6,,8.95015E+17
1637578,Ha! https://t.co/I47ZbjgiOx,2,,9.08121E+17
1354736,this is one of my favvsss https://t.co/A0TImSNfNC,6,,9.05213E+17
1635503,killuminati still my favorite screwtape,6,,9.08104E+17
1701942,Definitely looking more #snake likeðŸðŸ‰.#giant #swallowtail #caterpillar #papilio #cresphontesâ€¦ https://t.co/7Wa71XDQXY,6,,9.08796E+17
301134,HATCH PEPPER SEASON #HEB#texasthangz#yummy#greengoodness @ H-E-B Grocery https://t.co/0zFdAyUJpG,6,,8.96034E+17
568151,@officialblinkbp @gollyitshollyy @sarahcamidge30 @BuzzFeed  https://t.co/6TrkQ6q9C1,6,,8.9867E+17
1901550,"You call, I say helloYou knock, I'm lettin' you inYou say, you've missedMy lips, we kissHere we go againnn",6,,8.9063E+17
1612065,@sophthelesbian Duh baby whats urs is mine and what's mine is.. lmao yours  (:,6,,9.07814E+17
1523496,Lmfao WHAT??? ðŸ˜‚ðŸ˜‚ https://t.co/enVm24o7KC,6,,9.06952E+17
71220,"So my mom met DJ Khaled when he was in Houston, so now whenever wild thoughts comes on she talks abt how they ""go back""",6,,8.9362E+17
348062,This is the most American type of shit and only those speaking from a place of privilege seem to think otherwise. https://t.co,6,,8.96503E+17
143966,wow i love talent https://t.co/wOVD2FU3EM,6,,8.94409E+17
757929,BITCHHHHHH https://t.co/mQ3GhgVxKD,6,,9.0058E+17
628835,Fine AF = Problematic AS FUCK. https://t.co/dIBAjCJCGx,6,,8.99348E+17
1398620,My Harvey BORED AF impulse purchases have finally arrived! #HurricaneHarvey #ImpulseShopper#StirCrazy#2weeksAgoðŸ¤—ðŸ‘ ðŸ‘—ðŸ›ðŸ’¸,1,,9.05613E+17
248157,ðŸ™ŒðŸ¿ðŸ™ŒðŸ¿ðŸ™ŒðŸ¿ðŸ™ŒðŸ¿ðŸ™ŒðŸ¿ðŸ™ŒðŸ¿ https://t.co/e0RkkLVAbm,6,,8.9546E+17
144193,I miss being 17 and stupid now I'm just stupid,6,,8.94411E+17
1281427,ðŸ™ https://t.co/Bc4kKQlfeB,6,,9.04516E+17
1347336,Last week I helped friends clean up.... Today I'm headed to warehouse live to drop off suppliesâ€¦ https://t.co/H2WF4zmA8y,1,,9.05157E+17
1182979,Someone pls send help,6,,9.0362E+17
1223548,Que desesperacion es no poder dormir :(,6,,9.03992E+17
51643,Goodnight,6,,8.93391E+17
1918193,Niggas be like... https://t.co/c3Qhu3u4uC,6,,8.9137E+17
777439,I give a fuck what a hater gotta say get it straight you aint talkin bout no money any way ima see you when I see you any day,6,,9.00818E+17
1434420,Omg!!!!!!!!!!!!!,6,,9.05976E+17
1084901,Muted https://t.co/rztEfqZomd,6,,9.02766E+17
942887,i'm so worried about all the homeless dogs :'(,1,,9.01964E+17
798519,Lil boat X The Race,6,,9.00952E+17
465318,Damn I'm sad af ðŸ˜,6,,8.97652E+17
587470,"thank you for the best summer ever, i'm gonna miss you more than you knowðŸ’—ðŸ’“ðŸ’žðŸ’–ðŸ’˜ðŸ’• https://t.co/lLEiakfjc8",6,,8.98896E+17
470235,"Some of y'all females wanna be thick so bad till yall get fat then wanna post throw back pics sayin ""i miss when i was this si",6,,8.97682E+17
584404,"I really donâ€™t like clubs. A bottle of wine, &amp; some oldies will do the job for me",6,,8.98802E+17
1421392,My Snapchat taking forever to update ðŸ™„,6,,9.05868E+17
87000,I am a true daddy's girl,6,,8.93818E+17
1120675,@JaredUTSA lol that's what I was referring to being back from,6,,9.03069E+17
1038239,lmaooooo ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ stay in the house ðŸ˜‚ https://t.co/IlGdwAqr8L,1,,9.02537E+17
1397013,Grow up / glow up w/ or w/ out then ðŸ’¯ðŸ¤¸ðŸ¾â€â™€ï¸,6,,9.05602E+17
1840789,I rarely agree with McCain on anything but the man earned your respect more than once.,2,,8.87906E+17
295215,Fr https://t.co/p6jXCEcLzp,6,,8.95917E+17
476085,It'll be back soon. https://t.co/RO4hORQoVw,6,,8.97793E+17
1764110,@angiemartinez https://t.co/2aZTVCW6TG,6,,9.09513E+17
476806,@hrtablaze @EboniKWilliams @CNN Shame on you Eboni your racism is showing,2,,8.97804E+17
1703816,A FUCKING QUEEN https://t.co/NwdMuIPfJJ,6,,9.08813E+17
1686165,ðŸ¤” https://t.co/JHeRcuukbe,6,,9.08579E+17
877681,@slowboogiee https://t.co/ct4CQZm41w,6,,9.01616E+17
1088907,y'all put sugar on y'all Frosted Flakes?,6,,9.02794E+17
1462019,he so young wow https://t.co/HulB24Cb6i,6,,9.06276E+17
1564058,Who Wants Too Go On Maury With Me,6,,9.07355E+17
609518,lil Wayne // break up ðŸ”¥ðŸ”¥ old jams,6,,8.99097E+17
1806992,ok gn im tired lol,6,,8.86442E+17
1293558,Miss the romantic aspects of having a boyfriend ðŸ’­,6,,9.04584E+17
1544134,cooking for me and mommy ðŸ˜Š,6,,9.07094E+17
1769816,Malcolm got my duo nike slides ðŸ™ŒðŸ½,6,,9.09557E+17
1066570,We just ran out of beer. Shit just got real ðŸ˜«,6,,9.02681E+17
1431191,#NoStigma #lcsm https://t.co/8Pouj4ayx2,6,,9.05954E+17
181816,@joshwashere15 But we have each other to bounce back off of ðŸ’ª,6,,8.94786E+17
389361,I love Kelli.....,6,,8.96923E+17
489333,I want canes,6,,8.97912E+17
1027611,@taranurkamal UHHH BIH WHO TF IS A,6,,9.02407E+17
1349476,"Yo, cuando me pide el departamento de noticias mi reporte ðŸ˜Ž#AlChile @ Univision Communications https://t.co/k9qX9jp8lT",2,,9.05174E+17
748011,@BaileyAnnBrooks OMGosh it's a penguin! ðŸ§ https://t.co/kduU3LLeRU,6,,9.00518E+17
1803132,Saint Lil Ron,6,,9.09914E+17
1602048,"Si no eres fiel o no puedes serlo, no te metas en na",6,,9.07745E+17
870999,Some of the strongest women get stuck on the weakest guys and the good guys get hung up on the most basic chicks. I don't get ,6,,9.01575E+17
1829998,Droptopwop ðŸ¦,6,,8.8748E+17
1197140,ik yall bouuta bash on me bc of this but pickles and peanut butter is the shit,6,,9.0373E+17
1733885,Wish I could do this! https://t.co/zcjxUFmKyV,6,,9.0918E+17
784693,Son Vomitivos.... https://t.co/afrtc2WLYh,6,,9.00869E+17
952968,That's all you care about ! Fuck that wall the state of Texas is halfway under water . Fix our drainage systems ! https://t.co,1,,9.02E+17
1253057,"#USGS08067100 - Trinity Rv nr Moss Bluff, TXHeight: 17.79ft â–¼ (12.2ft)Flow: N/Acfshttps://t.co/s81EcmHpni",1,,9.04202E+17
334527,Cute mamas https://t.co/9EN1HooTlS,6,,8.96391E+17
173638,Oomf really need to give me some of her time,6,,8.94734E+17
1571270,I'm sleepy,6,,9.07414E+17
1040396,TOO ALL MY NIGGAS &amp; SHAWTYS !!!!! ðŸ¤˜ðŸ¾ðŸ—£ðŸ—£ðŸ—£ðŸ—£ https://t.co/JtryGpykzD,6,,9.02552E+17
196788,Let me show you!,6,,8.94985E+17
792669,"anyone wanna watch serial killer documentaries on Netflix, during the hurricane, at my house. it'll be a date",1,,9.00918E+17
509599,disgusting * https://t.co/cLsoAAYLAv,6,,8.98054E+17
742191,I have a concert to go to on Sunday so I'm going to need the  weather to chill tf out,6,,9.00471E+17
144169,$947 for some music?! Smh I better have a live session with Migos for that ðŸ˜­ https://t.co/87nlkfnKDy,6,,8.94411E+17
59504,he was hitting them ðŸ˜‚ https://t.co/JgKEWuNJlI,6,,8.93521E+17
1047844,prayers for people all over Texas ðŸ’›,1,,9.02589E+17
300508,It's obviously old if he's mentioning tpab https://t.co/0LPRrIoGRi,6,,8.96029E+17
831927,"I say this all the time, but God has blessed me with some amazing friends. Always checking up on me and making sure I'm ok. I ",6,,9.0125E+17
519234,Jade plays fall apart x post and looks over at me and starts laughing...that's the devil right there,6,,8.98211E+17
183155,I'll be over this in a month or so ðŸ¤¦ðŸ»â€â™€ï¸,6,,8.94795E+17
922116,Well ok then https://t.co/aczIUNS8uL,6,,9.01869E+17
1801355,they don't know how hard i prayed for it.,6,,9.09899E+17
1041233,Some lady is charging stranded people $300 per family to get into her safe apt..what is wrong with ppl ðŸ˜­ðŸ˜­ðŸ˜­,6,,9.02557E+17
772729,Belvedere #latin #thursday @ Belvedere Latin Thursdays BY Mythnight https://t.co/2ckdqw6ugs,6,,9.00781E+17
1723292,"I also have a feeling that Pitt could seriously upset OkST today, but I won't put money on that lol",4,,9.09083E+17
1157620,gave him the game and he ran with itðŸ¤·ðŸ½â€â™€ï¸,4,,9.03397E+17
1236106,I'm happy lol ðŸ˜‡,6,,9.0408E+17
971016,Took me 9hrs to get to Huntsville from San Antonio ðŸ˜­,1,,9.0214E+17
898994,thought it was just me https://t.co/bk6biZrUZP,6,,9.01695E+17
1795374,ðŸ‘€ðŸ‘€ðŸ‘€ https://t.co/C0or6jaICY,6,,9.09847E+17
1549655,@AstrosFan86 @kriley93 @houstonmedia16 @raford3 I agree that Teo has no spot on this team.  But we should have gotten more for,4,,9.07206E+17
1591079,"This new U2 song is fucking fantastic! It's so nice, fun and full of joy and youth. The great ones make it look easy. https://",6,,9.07654E+17
115009,:(:,6,,8.9409E+17
749867,#Jakeday way to make up for the defense blunders #earnit @blummer27,4,,9.00531E+17
1170742,The dog bark and all smh why must us blacks approve this shit dry https://t.co/TToQyMS146,2,,9.03472E+17
693681,@anabellaxxx1_ Nice.ass,6,,9.00009E+17
1405689,September is #childhoodcancerawarenessmonth Childhood cancer only receives 4% of NCI research funds. #GoGold ðŸŽ—ðŸŽ—for them this,6,,9.05656E+17
1092469,Closed due to high water in #Humble on US 69 Frontage Rd Both NB/SB between Townsen Blvd and Kingwood Dr #traffic https://t.co,1,,9.0286E+17
1099350,Gemini niggas are faithful af,6,,9.0293E+17
1887979,"1411 Crescent Oak Dr, Missouri City, TX 77459, $349,000 4 beds, 3.5 baths https://t.co/texNknEycs",6,,8.89998E+17
249045,#TABENTERTAINMENT PRESENTS #BLAQUEFRIDAY AT #CLUBELEMENT #AUGUST18TH WITH LIVE PERFORMANCE FROMâ€¦ https://t.co/0J1Gzryqss,6,,8.95465E+17
1830285,#justwaitimgoingin#imthanextbestoutthasouth #imthanextbestoutthasouthalbumcomingsoonâ€¦ https://t.co/cIYdua5v1n,6,,8.87489E+17
529054,@Aye_Its_Brandon @joebigdaddywest 1 time he set flames to a entire JV girls basketball team because there V squa was trash. Fe,4,,8.98289E+17
122841,u seen it on Twitter...ðŸ˜­ðŸ˜‚ https://t.co/e5SwBa23Z6,6,,8.94246E+17
1697437,My hair doin whatever tf it wanna do today,6,,9.08755E+17
389345,@_isaiah99 She could have done more damage if she used her whole body instead of only her arm tbh,6,,8.96923E+17
273357,I fukin hate slow drivers man,6,,8.95739E+17
432627,America trippin trippin,2,,8.97319E+17
1286059,Chives gonna be PISSED!,6,,9.04543E+17
79755,@_hcutt2 It don't even smell like pea,6,,8.93687E+17
1858689,@osnof I'm grouped w ha too,6,,8.88636E+17
927582,#houstonstrong,1,,9.01893E+17
422672,enjoying my day off w/ the bestâ¤ï¸,6,,8.97256E+17
989047,YIKES,6,,9.02247E+17
172227,Meek Mill is motivation. i fw bro,6,,8.94725E+17
475326,"Grind time, gotta get this for me. #thajuan #goals #intraprenuer @â€¦ https://t.co/j4bXiGrxfG",6,,8.97772E+17
782726,Walmart probably has every single one of their cashiers staffed. This would be an even rarer event than the eclipse.,6,,9.00856E+17
1226500,An invest ðŸ˜‚ðŸ˜ https://t.co/DgHfKn1J6M,6,,9.04017E+17
1610871,Good 6v6 soccer session on some really clean turf âš½ï¸ðŸ¤™ðŸ½,4,,9.07807E+17
582582,"Said ""I'll eat with my people"" BITCH WE DONT WANT TO EAT WITH YALL!!! BLAND ASS FOOD ðŸ¤¦ðŸ¾â€â™€ï¸I love my non racist white people ",6,,8.98782E+17
1481793,@HoustonDynamo game tonight!!! ðŸŠâš½ï¸ðŸ–¤ #HoustonStrong #TexasStrong #VamosDynamo,4,,9.06522E+17
201313,@MTGast0n Lmao why?!,6,,8.9502E+17
256471,I am so emotional,6,,8.95514E+17
595501,ðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ŒðŸ»ðŸ™ŒðŸ» https://t.co/MxhYQiw66n,6,,8.98979E+17
1719749,"@SenBobCasey are you denouncing asst mayor Wes Bellamy who called 4 raping all white women &amp; then killing them, posted how",2,,9.09028E+17
781685,#HuskyPC2017 off to a great start! https://t.co/CfwAFf2QBF,4,,9.00848E+17
555896,Happy birthday bro! Have a good one! ðŸ˜ˆ @carlosrequeno,6,,8.9857E+17
229055,I swear the whole upper half of my face is not moving....,6,,8.9531E+17
1110378,My brother is in the major trama room hope he is going to be okay send prayers ðŸ’–,6,,9.03E+17
35585,Nun new for me https://t.co/EZ2Y3DOtKr,,,8.93254E+17
941557,Antifa needs neckties ðŸ˜‰ Italian Mafia x https://t.co/vfNJAevYZl,2,,9.01958E+17
175432,"https://t.co/8mkIiPwgi6 @ Houston, Texas https://t.co/DvGy6A7rDP",6,,8.94746E+17
349025,Nah,6,,8.96512E+17
535949,"@habitica It's amazing how much it slows me down when I can't cross off my activities. Come on @googlechrome , let me in!!!",6,,8.98344E+17
1080733,"""tweet not found"" MOST ANNOYING SHIT EVER",6,,9.02746E+17
1405964,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/CGDHD9epl8,6,,9.05658E+17
1749076,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/NgsKmoyFZr,6,,9.09286E+17
953164,LMAO https://t.co/dM2YwwDvwJ,1,,9.02E+17
1648573,I kno this is the one,6,,9.08202E+17
1503721,What a catch. Huge play. #Usc,4,,9.06718E+17
223866,In The Jungle on The Real gone Survive .. Either you Eat or you gone Starve ðŸðŸ,6,,8.95208E+17
32876,You're so right. Let's do that. https://t.co/PNmNHs72tG,6,,8.9323E+17
799685,"Mlrt, nbs",6,,9.00962E+17
776940,Come thru in that lam MOOOOD CHAAANGEEE,6,,9.00814E+17
172695,@kalebpark3r i- .. https://t.co/s3ecHE0uoi,6,,8.94728E+17
86689,@yuribouharevich @DrBouharevich @D1Frankie @Bimpe823 @themuelife @xuan_zhao @metmaven @jonathanlsteele @jennfabu @sseanbaker76,6,,8.9381E+17
543045,This new job had to fuck up my Saturday,6,,8.98392E+17
1745019,Bro he lost https://t.co/6HF0a2nder,6,,9.09266E+17
227417,"@kirby4_real Few and far between, yes?",6,,8.95295E+17
427630,ðŸ˜³ðŸ˜³ðŸ˜³ðŸ¤¦ðŸ¾â€â™‚ï¸ https://t.co/FRfE755ea8,6,,8.97289E+17
1708510,Why? Because he do whatever it takes to keep what he thinks is his power in Congress.,2,,9.08857E+17
1340626,@DrewShirleyShow I wouldn't but it's a separate company. The NBA would report financials based on their franchises not the ope,4,,9.05106E+17
102459,I just want to be the most lit person at all my friends wedding receptions. ðŸ¤·ðŸ½â€â™€ï¸ https://t.co/6bh5NzRUxt,6,,8.93977E+17
272489,@ZoFreedom Long story,6,,8.95731E+17
590344,Free Milton !!!!!â¤ï¸,3,,8.98933E+17
53157,I didn't even finish watching Naruto before I started Boruto. Real niggas was dying left and right in the war. Bitch they took,6,,8.93449E+17
1309073,Everything is good to them:) https://t.co/gqFC81WSMI,6,,9.04795E+17
393181,@autumnnoelkelly But the other chick jumped on him after her homegirl just came. Smh https://t.co/vkqFWrZ2iF,6,,8.96945E+17
169245,Convo with boo I most def needðŸ¤žðŸ¾ðŸ˜’.,6,,8.94702E+17
1171591,Let's MF Go! #Verlander,4,,9.03475E+17
1547157,I love the feeling ðŸ’š,6,,9.07121E+17
1104560,Tropical Storm Irma better stay that ass somewhere else!!!! WE DONT HAVE NO GOTDAMN TIME FOR THAT!!!!,5,,9.02962E+17
450689,So whos bad ???CALLING ALL #DANCERS ! ! ! For Auditions: CONTACT Shaabon Zuberi for details !!!â€¦ https://t.co/SlKqChScyY,6,,8.97548E+17
918566,@Average__e Yea,6,,9.01856E+17
418423,"que peligrosa esa gente que te hace reÃ­r todo el tiempo , porque despuÃ©s no estÃ¡n por un rato y como que se te apaga la vida u",6,,8.97224E+17
1090531,"Femm always talking about how a Stud hurt y'all, have y'all ever thought how femms hurt studs?!?",6,,9.02813E+17
525621,so thankful for having somebody that pushes me to be the best,6,,8.98262E+17
225727,"They play very dirty,media friends stay on their asses!! https://t.co/1Oy4kzsYk9",2,,8.95271E+17
1696341,plz tell me so i kan figure it out 2. https://t.co/FJH6zgLuBu,6,,9.08746E+17
1146276,Houstonians will never take the sun for granted ever again.,1,,9.03314E+17
278083,OMG YASSSSSS!!!! I'm gon be mad. Probably dead but mad too. https://t.co/20imvc2pxA,6,,8.95778E+17
1585428,Bree tryna get me caught up on this app ðŸ¤¦ðŸ¿â€â™€ï¸,6,,9.07598E+17
569273,Me after tweeting stupid shit while I'm in my feelings https://t.co/LOESlNtjoI,6,,8.98679E+17
284024,I wanna be babied and kissed on like right now ðŸ¤¦ðŸ¿â€â™‚ï¸,6,,8.95824E+17
256397,@justingvrciv Not if you leave a legacy. Only then will your story be told throughout the generations.,6,,8.95514E+17
1749098,"When I'm drunk, my confidence level goes up by 183648291.1%",6,,9.09287E+17
1254739,https://t.co/WJIZ3gAkxs,6,,9.04213E+17
1371659,ðŸ˜Œ https://t.co/Aq1IP6XP15,6,,9.05317E+17
1881370,Some body let's match ðŸ’¨. #pressureonly,6,,8.89682E+17
680136,I want one with a nice lil bootie https://t.co/r5ptWO9vPV,6,,8.99819E+17
1125192,"That being said, feel free to donate gently used clothes for #HarveyRelief or even to your local shelters/charities!! https://",1,,9.03094E+17
1376642,"if im awake at my house, that means everyone is awake at my house â˜º #theearlybirdgetstheworm ðŸ›",6,,9.05431E+17
923837,â—ï¸â—ï¸â—ï¸â—ï¸ https://t.co/QZXkoUfCG8,6,,9.01876E+17
53049,Been grinding all week. It's family time,6,,8.93446E+17
835533,"Hell yeah, the mall too. Ppl will be like omg it's horrible that you have to work in this weather. BITCH IM ONLY HERE BECAUSE ",1,,9.01267E+17
1722011,It's a weird/cool/nervous feeling,6,,9.09069E+17
385315,i want a new header,6,,8.96896E+17
1645427,Just to remind #Astros fans that there's a mounting history here. https://t.co/p9zKol9obL,4,,9.08175E+17
1180382,Kill or be killed. Tag a ninja.  #sportmartialarts #hyperma #tricking #loopkicks #photoofthedayâ€¦ https://t.co/drs0uNeG28,4,,9.03573E+17
275896,"@Vavilov1998 ÐŸÑ€Ð¾ÑÑ‚Ð¾ Ð´Ð°Ð»Ð¸ Ð²ÑÐµÐ³Ð¾ 25 Ð¼Ð»Ð½, Ñ ÐºÐµÐ¼ ÑÐ¼Ð¾Ð³ÑƒÑ‚ Ñ Ñ‚ÐµÐ¼ Ð¸ Ð´Ð¾Ð³Ð¾Ð²Ð¾Ñ€ÑÑ‚ÑÑ",6,,8.9576E+17
449678,ugh she's an angel https://t.co/dErZXyY3hd,6,,8.9754E+17
1840349,wheezing ðŸ˜­ https://t.co/3O6mDJ3CBm,6,,8.87891E+17
910292,@TwoGunsForHire We are blessed,6,,9.01822E+17
1649340,you deserve it. i love you. https://t.co/EiIfxnDCVn,6,,9.08212E+17
688485,what sun u b usin? https://t.co/Yt2xnEU3Jr,6,,8.9989E+17
507516,I need to hurry up and buy madden 18 ðŸ˜¤,4,,8.98039E+17
574191,Alex Bregman is good at baseball.,4,,8.98718E+17
902050,"Aviso de Tornado incluye Baytown TX, Mont Belvieu TX, Beach City TX hasta las 3:45 AM CDT https://t.co/STYtRIe5g3",1,,9.01721E+17
223991,seems like I replaced my nightmares with sleepless nights filled with anxiety,6,,8.95213E+17
1089642,DAM I NEED TO TAKE MY OWN ADVICE,6,,9.02802E+17
602524,I see the world ðŸŒŽ we live in for what it is. But I still want my piece of the American pie. Success is a must!,6,,8.99044E+17
169499,@Browns @bosweiler17 ðŸ‘ŒðŸ’©,4,,8.94704E+17
236589,@AkronVillain ðŸ˜‚ tragic gotta search for them good girls I goes,6,,8.95371E+17
963186,High water affecting all main lanes in #Meyerland on 610 W Lp SB between Beechnut and Stella Link Rd #traffic https://t.co/vuU,1,,9.0204E+17
917363,"That's more food, fym? https://t.co/1l5IUZ1ydg",6,,9.01852E+17
106945,"Galveston wth is up, can't find a single hotel room!!!",6,,8.94019E+17
409395,@marshhmallowww Don't feel bad,6,,8.97151E+17
1001280,FiscalÃ­a de Nueva York solicita cadena perpetua para sobrinos de Cilia Flores  https://t.co/FkkYrK5ICB vÃ­a @DiarioTalCual. Eco,6,,9.02301E+17
271787,how when they...nvm. https://t.co/c5D8exIhFV,6,,8.95725E+17
454369,My last day of work and one of my managers was like aw we're going to miss you and my other manager was like so you can't come,6,,8.97576E+17
900655,Jada's mama laugh is soooo cute,6,,9.01707E+17
933615,Literally my past 24 hours https://t.co/pe0N2wkIPT,1,,9.0192E+17
234720,Now I'm mad ðŸ˜ŠðŸ˜,6,,8.95356E+17
92887,Nobody knows,6,,8.93888E+17
408171,SHAWN KNOWS HES A FULL COURSE MEAL I HATEðŸ˜­ðŸ˜­ https://t.co/9oO8zhHGWS,6,,8.97142E+17
1744043,idk how I even made it thru today without breaking down i'm proud of myself,6,,9.09262E+17
1657585,I'm starvin like that nigga marvin,6,,9.08364E+17
1102216,"@RiverwindCasino @Jessica__Lynn_  ""Crazy Idea""  https://t.co/3lCl6gUuib       @thebootdotcom The Boot Review   https://t.co/SG",6,,9.02948E+17
783186,Beautiful ðŸ˜»ðŸ’™ https://t.co/swUEGQbJOa,6,,9.00859E+17
517043,Don't miss @theraniareport on @KMETradio with @AaronMSanchez talking #backtoschool2017 Safety at 10:30 AM CST/8:30 AM PT! @Cri,6,,8.98191E+17
105368,Might just do a movie night ðŸ˜­,6,,8.94006E+17
639103,@Helllla_Dope @ChrisRudyy @AngletonHS LMAOOOOOO i'm dead as hell@,6,,8.99433E+17
877986,Dude ðŸ˜³ðŸ˜ðŸ˜³ðŸ˜ðŸ˜³ðŸ˜ https://t.co/XFytnyd6tG,6,,9.01617E+17
1533487,"Slick Rick, @notoriousgrc is now trending in #Houstonhttps://t.co/ADAv0a5OBT https://t.co/3yTdAc81A5",6,,9.07023E+17
1112474,@BestBuy This is sickening. https://t.co/ILDXPJuQep,1,,9.03015E+17
1666306,When you finally get the portion of code you needed to fix to work as requested. https://t.co/7A10nI9Bvm,6,,9.0844E+17
270537,wow im making some gourmet waffles rn,6,,8.95714E+17
389674,I just pray God forgives me for everytime I complain cause people have it WAY harder than I do!,6,,8.96924E+17
757150,both pockets!,6,,9.00575E+17
934326,@yasminaanaser Ù„Ø­Ø¯ Ø§Ù„Ø§Ù† Ø§Ù„Ø­Ù…Ø¯Ù„Ù„Ù‡ Ù„Ø§ Ø¨Ø³ ÙƒÙ„ Ù…Ø§Ù„Ù‡Ø§ Ø§Ù„Ù…ÙŠ Ø¨ØªØ±ØªÙØ¹ Ø§Ù„Ù„Ù‡ ÙŠØ³ØªØ±,6,,9.01924E+17
1403254,#nojadaleftbehind,6,,9.05641E+17
446073,if i'm ever sad i just look at my home screen of hailey ðŸ’€ðŸ’€ðŸ’€,6,,8.97511E+17
547724,I care too much lol,6,,8.98428E+17
1165467,@mawlennx3 Lol ok,6,,9.03445E+17
1350657,I can't with white people anymore https://t.co/SUz9y6XixK,6,,9.05184E+17
