,Text,Topic 1,Topic 2,Spanish?,X.M.._twitter_id
575846,Kinda regretting that I picked up a shift for tomorrow but then I need money huhuhu. ,6,,,8.98731E+17
1169787,@FoxNews @GovAbbott What else can you expect. Texas is always been a major part of the religious Bible Belt. It's ingrained here. ,2,,,9.03467E+17
1417143,Thanks to @HoustoniaMag for coming out! Check out the latest Brewery Spotlight here: https://t.co/19FxxDEtql https://t.co/qYTGViiLIR ,6,,,9.05832E+17
272281,@anniero2727 Hahah YUP. ,6,,,8.9573E+17
1236616,@Roc_Solid_Music came through and did they part support the movementâ€¦ https://t.co/BBxXYdsIdj ,6,,,9.04084E+17
1781438,Must be nice ðŸ—£ https://t.co/cLdkzKNIg0 ,6,,,9.09636E+17
101332,Tonight looks good on you. ,6,,,8.93966E+17
1163845,"Thank god for another 24 , everyday is not promised ðŸ‘†ðŸ¾ðŸ™ðŸ¾ ",6,,,9.03436E+17
315191,DON'T BE AFRAID TO CATCH FISH ðŸŽ£ ,6,,,8.96149E+17
463434,Yes ðŸ™ŒðŸ¾ https://t.co/UfUIKCkTh8 ,6,,,8.97641E+17
1542563,@samsung - my water resistant phone didn't enjoy calling 911 to save someone from the bayou during Harvey and won't charge anymore...#thanks ,1,,,9.07083E+17
1048952,I want the sun to come out I swear I'll never complain about the heat again ,6,,,9.02594E+17
1687912,"@NaughtyBeyotch She's""censured?"" So what? As long as she holds that seat, the Dem party HAS NO STANDING to speak on ""hate"" or ""hate speech."" ",2,,,9.08653E+17
1330607,It's always been me vs me. ,6,,,9.04949E+17
18993,Here I was thinking that Narcos was over. ðŸ”¥ðŸ”¥ðŸ”¥ https://t.co/FxZmGVSmrY ,6,,,8.93109E+17
971558,That's so scary shit man ðŸ˜© https://t.co/oyFGvik0Hu ,6,,,9.0215E+17
501735,@barberbj26 https://t.co/RYuLq7wpRR ,6,,,8.98003E+17
1806331,ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€ðŸ’€ https://t.co/DztQeRaogj ,6,,,8.86417E+17
397239,ðŸ˜© https://t.co/E41QDTJryB ,6,,,8.96972E+17
973867,"#USGS08068780 - Little Cypress Ck nr Cypress, TXHeight: 160.74ft â–² (156.5ft)Flow: 7060cfshttps://t.co/P85HoW3L8x ",6,,,9.02176E+17
581528,You guys all need a rick in y'alls life lmao ,6,,,8.98772E+17
1552911,Love ain't simple ,6,,,9.07249E+17
1302022,You ever wonder why only foreign people own all of the gas stations ,6,,,9.04738E+17
93568,Is this a household item? ðŸ¤” who needs this!!! https://t.co/rfpwOZrAxR ,6,,,8.93893E+17
1771124,Why am I not shocked that cowboys fans jump the bandwagon right as they start doing bad??ðŸ˜‚ https://t.co/JOhhJFTmF4 ,4,,,9.09566E+17
445221,Thank you @ths_tigers for making the first day #thebestdayever #LoveWhereYouWork #realtalk ,6,,,8.97505E+17
1809653,"I'm at Theiss Mail &amp; Louetta in Spring, TX https://t.co/seBgu46el6 ",6,,,8.86633E+17
905664,&amp; it's still raining ðŸ¤¦ðŸ½â€â™€ï¸ ,6,,,9.01787E+17
1365963,"Lebron is more like a "" contact dunker "" than a contest dunker , that we see nowadays https://t.co/SMrfqNNco2 ",4,,,9.05278E+17
481835,"First day of school, my son was having none of it https://t.co/cgNDwTxiXo ",6,,,8.97854E+17
1475645,ima dm this to myself so I can read it when I'm high https://t.co/6R2kWis0KQ ,6,,,9.06386E+17
1364497,Ima go to Quarter Night one of these Tuesday's lol. ,6,,,9.0527E+17
1339287,NBS https://t.co/m1S3u8S47k ,6,,,9.05096E+17
667797,"Well they're not, rudeðŸ˜’ðŸ˜’ https://t.co/wpvpmqQeBc ",6,,,8.99721E+17
379631,That is the first real break we've gotten in a week.  Couldn't have come at a better time!  #Astros ,4,,,8.9685E+17
58067,@jackiiee___ Bad ðŸ˜­ ,6,,,8.93509E+17
1472553,Lit ass night ,6,,,9.06362E+17
796824,My survival kit for Hurricane Harvey!!! #Catholic #CatholicSurvivalKit #HurricanePreparenessâ€¦ https://t.co/mawIghAEuy ,1,,,9.0094E+17
717714,Damn he's about to get it on with my bitch â˜¹ï¸ðŸ˜ž https://t.co/vGBl2NJq2X ,6,,,9.00191E+17
1513232,Dinner and drinks with the birthday girl â¤ï¸Grazia is now my wife's favorite restaurant ðŸ´ @â€¦ https://t.co/0USA9gVnXy ,6,,,9.06877E+17
1902819,"I'm at Mr. Handsome Barber Shop in Spring, TX https://t.co/Vs44RZsjnd ",6,,,8.90669E+17
522724,Yesterday this had me dead https://t.co/YQM9NI9Pu7 ,6,,,8.98239E+17
1770668,fuck you siemian LOL ,6,,,9.09562E+17
891966,Lmao it's his last fight bc he don't want a rematch ðŸ˜‚ðŸ‘ŒðŸ¼ ,6,,,9.01671E+17
1266465,"Yes, those are fermenters behind me! We are at eurekaheights for the #hopefromtheheights Harveyâ€¦ https://t.co/H6zvBgkYKF ",1,,,9.04395E+17
1284432,Damn idk what car I want to get with this trade in ,6,,,9.04535E+17
956774,R the news channels at these different evacuation sites to help and bring them food or are they just there to record them while in distress ,6,,,9.02013E+17
850304,Art is not dead https://t.co/IfFf1LoXQZ ,6,,,9.01427E+17
68194,sometimes it's tough being a good person with a moral conscious. ,6,,,8.93593E+17
1117695,https://t.co/SAe233lvXW ,6,,,9.0305E+17
1525099,Your so beautiful It makes me sadBut so happy https://t.co/HZAatXovFk ,6,,,9.06958E+17
1435295,If he tells the truth &amp; is open about cheating he doesnt love you because he doesn't care about hurting you or losing you. https://t.co/RkD7tX9xXm ,6,,,9.05982E+17
15650,Living in the Bronx..NYC..No way out ,6,,,8.93015E+17
990741,@JudithD89 SÃ¡lvame con tus dragones mi Reina ,6,,,9.02255E+17
759089,I'm so fucking tired I just wanna sleep ,6,,,9.0059E+17
122730,Shirt gave me aids https://t.co/3l4HWO4tF8 ,6,,,8.94245E+17
1219060,No no. Regular shirt . You don't have to go XXL buddy. https://t.co/LYIbgLvwP2 ,6,,,9.03879E+17
663586,I opened the door for my professor at the UC and asked him him if I get bonus points and he said no https://t.co/JN63f7OQtD ,6,,,8.99693E+17
1733076,Food Trucks and Friends https://t.co/AudR1t9F11 ,6,,,9.09172E+17
211675,When? ðŸ‘€ https://t.co/nMKrRG4hCZ ,6,,,8.95101E+17
247368,On god https://t.co/e3F0sPTVzq ,6,,,8.95454E+17
239500,@kxvn6 @kattgcc You gotta open the windows or leave a door open ,6,,,8.95396E+17
376663,Pop tarts have a dunkin vanilla latte flavor now #blessed #happythoughts ,6,,,8.96828E+17
56647,Have the Astros won a game since Keuchal had that interview ,4,,,8.93496E+17
121490,"""Do you see that red light? Now do you see that other red light pastâ€¦ https://t.co/hhnFfymVbP ",6,,,8.94235E+17
743058,wow i didn't see that coming i was shocked too LMAO https://t.co/Mmkwep4oi3 ,6,,,9.00478E+17
1215350,WGD TOMORROW? ,6,,,9.03849E+17
1177829,This durag tight af on my head ,6,,,9.03512E+17
351918,Don't disrespect Tim &amp; Moby like that https://t.co/KY9wdYYJon ,6,,,8.96537E+17
1149724,"Mayor Brawner, Chief Wilson, and I are visiting #Harvey evacuees at Cinco Ranch HS and got our picture taken with Lyle the birthday boy! https://t.co/uuWT90OoHJ ",6,,,9.03338E+17
1160371,Everytime I have the urge to go to a zoo I get a guilty conscience because I know @briaunnaxx hates those places ðŸ¤”ðŸ˜ ,6,,,9.03416E+17
1531926,@amycleste I love y'all both equally :-) ,6,,,9.07009E+17
460806,I look so healthy buying 2 cups of pineapple at stripes... But using them for pineapple juice for cocktails. Too lazy to go to Kroger #life ,6,,,8.97623E+17
102792,My life is boring all work and no play time ,6,,,8.9398E+17
126806,@Efren_cx mfs #Insecure ,6,,,8.94279E+17
1161754,#GoodBull #TAMU79#SpiritOfAggieland https://t.co/4ujcZEZcut ,6,,,9.03425E+17
1610120,"No you don't be quiet, get this off my tl https://t.co/8n3Aa0pMsJ ",6,,,9.07802E+17
157101,Ok I tried to fix it and now I look like Anthony Davis. Welp ,6,,,8.94601E+17
467726,#Agnes x @GlassAnimals is a lock for top 10 2017 songs ðŸŽ§ðŸ”Š ,6,,,8.97666E+17
604375,These niggas ain't really in the field lil folks going in for the kill ,6,,,8.99059E+17
828207,This storm went from cat 1 to 4 in a fucking day dawg. Like we need a FEMA director. ,1,,,9.01231E+17
992767,@oliviamarieex3 not at all just stating if you dont like me or my post you dont have to talk to me or follow me ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,6,,,9.02263E+17
772586,Eating dairy free cheese pizza ðŸ• ,6,,,9.0078E+17
1476985,That movie started at 10:45 and ended at 1 ,6,,,9.06398E+17
1543983,ðŸ’¯ðŸ˜Ž you cool af I hope you doing okay ! ,6,,,9.07093E+17
1303015,Sometimes you gotta burn bridges just to create some distance. ,6,,,9.04746E+17
1259857,@realDonaldTrump It takes an embarrassment to know an embarrassment. ,2,,,9.0431E+17
193532,GIRL IM DYING ITS BEEN TWO DAYS AND I KNOW HES SCARED. IT RAINED NONSTOP LAST NIGHT https://t.co/GsM0sNtmT7 ,5,,,8.94959E+17
313247,Other than my clothes being literally every where ðŸ˜‚ ,6,,,8.96133E+17
1835274,I been here for one day and I lowkey wanna go back ,6,,,8.87733E+17
625464,#Sundaymood ðŸ™ðŸ»ðŸ˜Š @eziobosso #MusicIsLife https://t.co/0FLlLQHxzl ,6,,,8.99318E+17
638458,I'm ready!!! https://t.co/DiS7xqjQkd ,6,,,8.99429E+17
305783,ðŸ™ƒ https://t.co/S22WDbVtDL ,6,,,8.9607E+17
1322426,ðŸ˜‚ðŸ˜‚ðŸ˜‚ gang shit https://t.co/frnAWm0yLF ,6,,,9.04897E+17
381689,@princessjaaaa HAPPY BIRTHDAYYY ðŸŽ‰ðŸŽ‰ ,6,,,8.96865E+17
696499,@howm72 @Bradybuzz One dies every other day just from accidental gun death alone. About seven or eight children die a day from guns. ,6,,,9.00036E+17
443076,#Humbleisdrookies https://t.co/6xlEtdXrKi ,6,,,8.97488E+17
832574,#Sunset#Spring #Texas#Eve #Harvey2017 #Skyline #Wind slowly picking up#CoolBreeze https://t.co/zFifmgqYDg ,1,,,9.01253E+17
369078,#LivingLaVidaLandlord ðŸ› ðŸ”‘ðŸ¡ @ Boston Real Estate Group LLC https://t.co/jwCxhVb1PZ ,6,,,8.96764E+17
1271504,lameo got lame is his name lmao am I the only one that's realized this. also that cut gotta go https://t.co/hzpn2rLMjm ,6,,,9.04436E+17
1359164,yall hoes know my name. i talk a good game &amp; treat these bitchs like they all the same !! ðŸ—£ðŸ—£ðŸ—£ðŸ—£ ,6,,,9.05243E+17
965090,bang my line :))) ,6,,,9.0205E+17
320423,I just want a whole bunch of snacks rn ðŸ˜© ,6,,,8.96194E+17
248350,Bored so I'm gonna practice on my makeup ðŸ˜Š ,6,,,8.95461E+17
244012,"@Power_STARZ N what Tasha needs.. Ghost has NOT been there for Tasha, don't forget who cheated first, BIG TIME!!! ",6,,,8.95432E+17
1030303,Pinche perros infelices que valen verga smh how can they even be doing things like this https://t.co/hFIpgPTuXz ,6,,1,9.02423E+17
1813458,My brother's beats are actually okay. Hmm. ,6,,,8.86764E+17
1699713,Gotta remain humble.. only way I'll succeed.. ,6,,,9.08775E+17
98725,Now that I have taken time to process this...I hereby accept the compliment and will tell her thank you. ,6,,,8.93941E+17
917086,please pray for my sister and my nieces we just got here and everything is ruined in her house ): ,6,,,9.01851E+17
1286989,Yes...we have no input into their release decisions. They operate under their guidelines and forecasts https://t.co/DPN5ndWqcS ,6,,,9.04546E+17
118366,I'd LOVE to start doing giveaways to share my appreciation of YOUR support! â¤ï¸ðŸ™ŒÂ What should it be?ðŸ¤” ,6,,,8.94195E+17
1277240,Seem like everybody having a sunday funday today except me lol ,6,,,9.04486E+17
817979,Slap yaself ,6,,,9.01166E+17
710442,why are people so stupid? ,6,,,9.00148E+17
1786775,david rlly gave me flowers wow (': ,6,,,9.09763E+17
1215582,ðŸ™ðŸ¾ ,6,,,9.0385E+17
1559939,Back to the gym life I go ,6,,,9.07316E+17
1794996,Go stros!!!! https://t.co/2xoIvWyzZ9 ,4,,,9.09843E+17
51226,911 ME AND RAFA NEED A WINE BOTTLE OPPENER ,6,,,8.93379E+17
308077,"OMG! Laughed my head off AFTER I realized it was a jokeâ˜ºï¸""mother immigrated from non-Muslim majority country Ireland..""ðŸ˜‚ðŸ¤£ https://t.co/sGSYemuOLZ ",6,,,8.96089E+17
352041,Hey @JJWatt what do you think about #Charlottesville ? ,6,,,8.96538E+17
144371,https://t.co/aO82DlV4gY ,6,,,8.94412E+17
134213,ðŸŒŠðŸŒŠ https://t.co/4D7rMivAvx ,6,,,8.94342E+17
141205,My nigga out da pin ,6,,,8.94392E+17
1230752,SUN'S OUTGUNS OUT ,6,,,9.04045E+17
1017030,Someone told me they bug repellent on the weed to make it strongerðŸ˜“ðŸ˜­ ,6,,,9.02366E+17
1531819,we liking our own tweets now yadiG ,6,,,9.07008E+17
1394354,I'm so dead ,6,,,9.05581E+17
1628494,Appreciate that kf âœŠðŸ¾ https://t.co/3M7Dm9TwJ9 ,6,,,9.08043E+17
1235259,.... https://t.co/OFPGUInvXM ,6,,,9.04074E+17
1151222,"#USGS08067000 - Trinity Rv at Liberty, TXHeight: 32.6ft â–¼ (26ft)Flow: 228000cfshttps://t.co/fjXBlaY945 ",6,,,9.03349E+17
396219,Ivy https://t.co/k8PSoT7SMl ,6,,,8.96965E+17
476353,Good thing i didn't forget my headphones ,6,,,8.97798E+17
569187,Day drunk.. can't never go wrong ,6,,,8.98679E+17
1581349,"My past fucked me up bad, I don't put anything past anybody. ",6,,,9.07486E+17
1394786,All sessions between 7am and 1pm are only $35hr. @ Freshsonic Studios https://t.co/j8EARv3XyS ,6,,,9.05585E+17
683678,I fucking love her https://t.co/QdZpRMMBy1 ,6,,,8.99842E+17
1850267,I'm better on my ownðŸ’° ,6,,,8.88281E+17
164781,My Twitter Is Trippen . ,6,,,8.94663E+17
1662646,"Thing is we #DACAmented know not too much about Mexico, we know more about America even than you https://t.co/Fdlsie8BLE ",2,,,9.08408E+17
1459525,"@FrankCannings_ Thanks for the awesome pictures, thats the most badass fan art I've received to date. ",6,,,9.06254E+17
1648775,Y asÃ­ es como Daniela termina su noche ,6,,,9.08204E+17
245932,Prayers out to Luke's family. Gone to soon kid. ðŸ™ŒðŸ¾ðŸ™ðŸ¾ https://t.co/yJdfw69Wok ,6,,,8.95444E+17
1851166,Sis is taking a summer program that forces me to wake up EARLY in the mornin #summerruin #summer #Siblings #TooEarly ðŸ˜´ðŸ˜© ,6,,,8.88388E+17
1626971,ALSO taking song cover requests and any requests for video types you'd like to see! ask/request away âœ¨ https://t.co/Awdxq1VEOR ,6,,,9.08028E+17
1674122,#fataggie ties it with a trey. #HoustonTexans #HOUvsCIN ,6,,,9.08498E+17
592719,I need to finish watching #TheDefenders ,6,,,8.98954E+17
1642756,No consent=RAPE. ,6,,,9.08158E+17
349345,@Pootslap hope you had a great day and it sounds like you did! let's play some poe tomorrow maybe hopefully! ,6,,,8.96515E+17
723889,Fire https://t.co/zGeGAm2sZC ,6,,,9.00235E+17
1781543,sameeeee. https://t.co/s7RZt9CYky ,6,,,9.09637E+17
469696,100 rounds out of town ,6,,,8.97679E+17
1178035,I need someone to text ,6,,,9.03514E+17
340218,I wanna go on a road trip ,6,,,8.96438E+17
691796,He tried to get away without the obligatory first day of schoolâ€¦ https://t.co/eSF0oA5sNP ,6,,,8.99988E+17
878121,OFFICAL: No services tomorrow at parkway fellowship. Stay safe and dry tomorrow https://t.co/nxA9vsQSgm ,6,,,9.01618E+17
1079812,"Hola @ChicaGanaGol eres guapa,inteligente y talentosa que tengas una linda noche..bendiciones ðŸ˜‰ https://t.co/kS0GVg0aIF ",6,,1,9.02742E+17
591434,think about all the time you waste trying to do it your way .. ,6,,,8.98943E+17
442363,He hoed ðŸ˜‚ https://t.co/rzmMPThK2C ,6,,,8.97482E+17
1570215,truer words have never been spoken https://t.co/29V4SMLVRw ,6,,,9.07408E+17
609612,"Thanks for the exclusive clip, @DIRECTV. I'm standing with @TheNotoriousMMA. #McGregorFTW https://t.co/4udxLhfe4d ",4,,,8.99097E+17
1830070,So tired. Waiting for house cleaner to finish. @ Kung Fu Tea Katy https://t.co/E289qoIcaf ,6,,,8.87482E+17
1453667,- J O N E S - ,6,,,9.06201E+17
1901573,@Sid_Madden hahaha that's amazing. great minds man. ,6,,,8.9063E+17
1043434,"@AshleyCWilson We love JJ. He may not have been born in Texas, but we've certainly adopted him. ",6,,,9.02568E+17
1718244,One lucky girlðŸ’• https://t.co/U5AGTqZfeU ,6,,,9.08953E+17
270521,#workit @ Memorial Hermann Med Plaza 1 https://t.co/lvj82YNOdG ,6,,,8.95714E+17
304842,@RHCJO @QueenRania God bless you all â™¥ï¸ ,6,,,8.96063E+17
145956,The Tower was a great ðŸŽ¥ ðŸ‘ðŸ» ! ,6,,,8.94423E+17
514608,This filip https://t.co/v4d9DCEc2x ,6,,,8.98161E+17
128684,"time to rearrange some stuff , some people gotta go a lot of stuff have to change ",6,,,8.94294E+17
482883,y'all i'm crying ðŸ˜¢ https://t.co/RWFF8QwJ92 ,6,,,8.97862E+17
1609239,It's hard finding someone to stand by you now a days ,6,,,9.07797E+17
1475730,@internetsyd 11.13.17 ðŸ˜ I'll see you in Houston &lt;3 ,6,,,9.06387E+17
94741,Im saved now ,6,,,8.93904E+17
14207,"""That's not Liberty.THIS IS LIBERTY!!"" https://t.co/00WuEIBcOX ",6,,,8.92995E+17
1325345,Lol why you stick yo penis in her if you knew good &amp; well you wasn't sexually attracted to her ? https://t.co/5QMSwqQGC6 ,6,,,9.04914E+17
1495788,im glad i switched from sprint ðŸ’ðŸ» ,6,,,9.06652E+17
703321,Tryna go to the midnight release ðŸ˜® https://t.co/flD067hExV ,6,,,9.00095E+17
500202,You back with the same female who faked a pregnancy ðŸ˜‚ðŸ˜‚ ,6,,,8.97992E+17
1793045,@Sabrinahhj Who are you? Lol ,6,,,9.09827E+17
988766,If u need a place to stay &amp; food hml my mother has 6 houses fully furnished with a lot of food â€¼ï¸ðŸ—£ ,6,,,9.02246E+17
3502,Indeed!  Thank you for your dedication to #makeapositivedifference https://t.co/U26MwqihCz ,6,,,8.92924E+17
1439704,This remind me of tay n ira getting on ju assðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/7f7P2fnQtu ,6,,,9.06007E+17
1344192,Oomf must miss me ,6,,,9.05134E+17
569650,@lilyungin_TFU join Uncommon Colors. That's all ,6,,,8.98682E+17
1704573,Wow my heart hurts ðŸ˜­ https://t.co/wWvhDhkuGK ,6,,,9.08821E+17
700675,No reason to go back to the old house when a new one is waiting on you ðŸ’¯ ,6,,,9.00073E+17
977853,Even https://t.co/RmKBDkWRvo is greeting me ,6,,,9.02199E+17
256160,Nooo my heart ðŸ˜­ https://t.co/XiJdTPEyus ,6,,,8.95512E+17
1358674,"""You may say I'm a dreamer, but I'm not the only one...."" ",6,,,9.0524E+17
389266,But all of them do bro https://t.co/Pvfw6zpp7T ,6,,,8.96922E+17
868992,One of my favorite stories https://t.co/0Cr9Rj7QeI ,6,,,9.01562E+17
1744073,How do you have the audacityâ€¦ ,6,,,9.09262E+17
1706793,Your okay i #promise you time to get #inside nowâ€¦ https://t.co/GAnE5ElSTm ,6,,,9.08841E+17
980802,"#USGS08115000 - Big Ck nr Needville, TXHeight: 20.8ft â–¼ (19ft)Flow: 5800cfshttps://t.co/8LDIaKFJrV ",6,,,9.02213E+17
481868,"Rules don't govern behavior, relationships govern behavior. ",6,,,8.97855E+17
1233459,I can't believe i forgot Kiana n Bri had the same birthday LMAO I'm so fucking slow ,6,,,9.04063E+17
570995,Hey @GraceEngKISD check out the great things happening in @KleinISD in The Exchange!!! https://t.co/Hob5zLZ9ek ,6,,,8.98693E+17
311954,That was not me @thatss_jojo ðŸ˜ ppl playing in my twitter ,6,,,8.96122E+17
1423829,That was pancho as a baby puppy ðŸ¶ðŸ˜‚ðŸ˜‚ @Dino_Luis__ https://t.co/2v7voDA76r ,6,,,9.0589E+17
1048844,Apenas es martes y no trabajo hasta el lunes. Ya estoy comiendo mierda. ,6,,1,9.02593E+17
999142,"Daily check-in: we're currently fine. Mild morning, about 3 it picked up and it hasn't slowed much; in fact, getting stronger. ",6,,,9.02291E+17
1498921,Time to update your locations and meet yah boy at thespireclub TONIGHT! SPIRE SATURDAYS is inâ€¦ https://t.co/qaKdyjaIk1 ,6,,,9.06682E+17
239795,Finna face this close the blinds cut this air on n go to sleep ,6,,,8.95399E+17
90893,Need to sage the new spot. where do i get some ,6,,,8.93871E+17
1029562,I want a #1 from Whataburger toasted on both sides w/ only mayo pickles &amp; cheese ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ ,6,,,9.02419E+17
1713887,Bro I have to take a long ass drive tomorrow to Bryson daddy wtf man ,6,,,9.08901E+17
247996,"I DONE FELL INLOVE WITH A THOTTIE , FUCK ",6,,,8.95459E+17
445098,"If you're girl doesn't roast you every now and then, she ain't doing it right ðŸ’¯ ",6,,,8.97504E+17
802484,Girl Girl Girl - TripleH https://t.co/8gcoSw3zUj ,6,,,9.01035E+17
597633,Lol yeah let em keep thinking that 2020 will be yet another MONUMENTAL LANDSLIDE! https://t.co/iy67VWyPX6 ,6,,,8.98998E+17
1266403,"""KISS"" Red @ NASA - Johnson Space Center in Houston, TX https://t.co/SI7vZxbEEi ",6,,,9.04395E+17
982090,@Cernovich WTF ,6,,,9.02218E+17
950750,38 baby ,6,,,9.01992E+17
1370820,Keep that beach away from Jim Carrey https://t.co/ByADytX2l3 ,6,,,9.05309E+17
525124,@jturn510 @MileHighJoe1 There's always room for a favorite James! :) ,6,,,8.98259E+17
1843527,Curren$y in the H this weekend for Trae Day but not performing ðŸ˜• ,6,,,8.88083E+17
1607511,"Idk how imma work, school and gym all in one day ðŸ˜ðŸ˜ðŸ˜ ",6,,,9.07786E+17
408727,Two Stubborn people in a relationship is not good bc neither of of y'all will ever fell like y'all was wrong ,6,,,8.97146E+17
1476894,Andreas family is coming to get me at 4 so fook it I'm just gonna stay up and sleep the whole way up to SA ,6,,,9.06397E+17
851671,ðŸ’•ðŸ˜˜ https://t.co/UpJiAYH4md ,6,,,9.01445E+17
401054.1,Somebody make an albino moose suit! ðŸ˜» https://t.co/ghYlwIzwkw ,6,,,8.97061E+17
61071,Same https://t.co/rHFRnp1Rkm ,6,,,8.93533E+17
769741,i can't go out sad like that ðŸ¤• ,6,,,9.0076E+17
1097857,You're the real MVP https://t.co/QlAOquYA0u ,6,,,9.0292E+17
1134006,Some of y'all confuse being intelligent and being a know it all asshole. You gotta know the difference people! ,6,,,9.03149E+17
920465,"SETX folks, keep your eyes on the sky. These tornadoes form &amp; touch down quickly, sometimes as soon as a warning is issued! #houwx #Harvey https://t.co/2AihkNLZ8P ",1,,,9.01863E+17
1168355,Trade is Nixed!!!! Didn't waive his no-trade! https://t.co/JuftVMyzBt ,6,,,9.0346E+17
1263679,Come and Relax this #Sunday at the #Cajun #Greek with these delicious #Gulf #Shrimp for #Dinnerâ€¦ https://t.co/vo7gwZuXOd ,6,,,9.0437E+17
198965,Minding my business &amp; Making my Moneyâœ¨ðŸ’…ðŸ¾ðŸ’µ ,6,,,8.95002E+17
167185,I can't feel half my face ,6,,,8.94685E+17
652296,@C_hollins17 ðŸ˜‚ðŸ˜­ https://t.co/FKMam2ioHd ,6,,,8.99522E+17
497674,Hispanic too https://t.co/b9ds8pJjpv ,6,,,8.97974E+17
1335543,Already ready to be off work ðŸ˜ today is going to completely suck! ,6,,,9.0506E+17
1161614,@PopeyesChicken  I was just waiting for 45m in drive tru and for all the sudden they say there were closing :/ where can report that ,6,,,9.03424E+17
1047625,What it's looking like on mlk? ,6,,,9.02588E+17
717777,"All I'm hearing is womp, womp, wah, wah #gethimoutnow ",6,,,9.00191E+17
616382,OMG I JUST RAN OVER A DEAD DOG ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ ,6,,,8.99151E+17
1651226,"Hit it, quit it, then went cold turkey. ",6,,,9.0829E+17
1678897,#tbt to when I went #bananas and #beastmode the bicep curl challenge at #amerfitexpo2017 Theâ€¦ https://t.co/U629virGgB ,6,,,9.08524E+17
1072205,Cus We Are. https://t.co/6vhy1WMGkA ,6,,,9.02706E+17
732809,I love https://t.co/hUsCzziNRa ,6,,,9.00392E+17
990720,Aye you know what's crazy my pops be amking it seem like he care and still ain't call me so guess what Ian calling his ass ,6,,,9.02254E+17
157403,Wgd ,6,,,8.94604E+17
1284808,"Irresponsible too say ""no one"" https://t.co/gY4PGEQr7B ",6,,,9.04537E+17
569519,@realSKBannon You're a sick racist. ,6,,,8.98681E+17
735075,of courseeeeee i get called back into work after telling them i cant work so much :))))))) ,6,,,9.0041E+17
856078,I'd like to see Conor McGregor beat Floyd Mayweather. Cast your vote now! #MayMac365 https://t.co/6zG2H4b0Mx ,4,,,9.01479E+17
1550910,Trying to figure out what assignments am I missing if I turned everything in?? ,6,,,9.07227E+17
92044,Ima need her to reevaluate her own life https://t.co/DatfIE2fw9 ,6,,,8.93881E+17
522594,I would've definitely took a box at least ðŸ˜‚ https://t.co/4tIDhiwcr1 ,6,,,8.98238E+17
722697,He's just saying she a snack ðŸ¤·ðŸ½â€â™‚ï¸ https://t.co/2uPe125vU6 ,6,,,9.00223E+17
840109,So the cat that was on my porch left and I feel so horrible rn https://t.co/4m0ycjiVGv ,6,,,9.0129E+17
564602,@FARC_EPueblo ustedes no se salvaran! https://t.co/z41xEfkmBz ,6,,,8.9864E+17
1287100,@MannyWallace How did you find this tweet? ,6,,,9.04546E+17
898418,@POTUS @realDonaldTrump @EDinCali @EntheosShines @YoungDems4Trump @jimEastridge1 @jimcc66 @JimScotty @wfkmagic @PrisonPlanet @LindaSuhler ,2,,,9.01692E+17
206627,@Whos_Jeff @itskhii_ ,6,,,8.95063E+17
793364,#Day2 #BerryBananaBreakfastSmoothieAtNight#ImDetermined2DoThis4Shoâ€¦ https://t.co/EmGYLgxoGM ,6,,,9.00921E+17
841213,don't take it personal ,6,,,9.01296E+17
1290690,I found @cartierivan_ twin https://t.co/sAbrGEFsXR ,6,,,9.04565E+17
498491,Soml https://t.co/5CKj4sAouM ,6,,,8.97979E+17
112814,FINALLY 16 ðŸ™„ðŸ˜‚ðŸŽ‰ðŸŽ‰ ,6,,,8.94067E+17
1494072,Maybe I'm not yo speed bitch ,6,,,9.06636E+17
1172126,OMFGGGG WE HAVE VERLANDER.VERLANDER IS AN ASTRO. ,6,,,9.03477E+17
649774,HAPPPPYYY HAPPPPYYY BIRTHDAYYYYY TO MY BESTIEEEE!!!!!! ðŸŽ‰ðŸ’˜ðŸŽ‰ i love you so much girl!! i hope you have the best birthday everðŸ˜š @priyapatel___ https://t.co/YZY0yrnbYG ,6,,,8.99497E+17
225866,Good morning ðŸ¤— ,6,,,8.95274E+17
265773,@kvandagriff https://t.co/ag2jgSmNFI ,6,,,8.95676E+17
358057,YOUR CASE &gt;&gt;&gt;&gt;&gt;&gt; https://t.co/SEoKHAtk3y ,6,,,8.96582E+17
1655276,"She's said I'm such a dog , I said you're such a bone ðŸ¶ ",6,,,9.08344E+17
930693,Ben Taub hospital is being evacuated. ðŸ˜³ ,6,,,9.01907E+17
530436,"Best sports show on TV, period. https://t.co/GVnIRmVhqP ",4,,,8.98301E+17
699743,That's why being mad about your baby mama on all the kids is petty &amp; selfish. You don't care about your child's well being just your ego ,6,,,9.00064E+17
1468624,3 months with my wonderful boyfriend and he got us necklaces ðŸ˜â¤ï¸ He is so sweet to me ðŸ˜­ðŸ’• https://t.co/9qrh3WTz3l ,6,,,9.06332E+17
1656579,Stack the money like I'm about to die wit it ,6,,,9.08355E+17
